id,name_th,province_th,amcode,pvcode
5712,อำเภอพญาเม็งราย,เชียงราย,12,57
5713,อำเภอเวียงแก่น,เชียงราย,13,57
5714,อำเภอขุนตาล,เชียงราย,14,57
5715,อำเภอแม่ฟ้าหลวง,เชียงราย,15,57
5716,อำเภอแม่ลาว,เชียงราย,16,57
5717,อำเภอเวียงเชียงรุ้ง,เชียงราย,17,57
5718,อำเภอดอยหลวง,เชียงราย,18,57
5801,อำเภอเมืองแม่ฮ่องสอน,แม่ฮ่องสอน,01,58
5802,อำเภอขุนยวม,แม่ฮ่องสอน,02,58
5803,อำเภอปาย,แม่ฮ่องสอน,03,58
5804,อำเภอแม่สะเรียง,แม่ฮ่องสอน,04,58
5805,อำเภอแม่ลาน้อย,แม่ฮ่องสอน,05,58
5806,อำเภอสบเมย,แม่ฮ่องสอน,06,58
5807,อำเภอปางมะผ้า,แม่ฮ่องสอน,07,58
6001,อำเภอเมืองนครสวรรค์,นครสวรรค์,01,60
6002,อำเภอโกรกพระ,นครสวรรค์,02,60
6003,อำเภอชุมแสง,นครสวรรค์,03,60
6004,อำเภอหนองบัว,นครสวรรค์,04,60
6005,อำเภอบรรพตพิสัย,นครสวรรค์,05,60
6006,อำเภอเก้าเลี้ยว,นครสวรรค์,06,60
6007,อำเภอตาคลี,นครสวรรค์,07,60
6008,อำเภอท่าตะโก,นครสวรรค์,08,60
6009,อำเภอไพศาลี,นครสวรรค์,09,60
6010,อำเภอพยุหะคีรี,นครสวรรค์,10,60
6011,อำเภอลาดยาว,นครสวรรค์,11,60
6012,อำเภอตากฟ้า,นครสวรรค์,12,60
6013,อำเภอแม่วงก์,นครสวรรค์,13,60
6014,อำเภอแม่เปิน,นครสวรรค์,14,60
6015,อำเภอชุมตาบง,นครสวรรค์,15,60
6101,อำเภอเมืองอุทัยธานี,อุทัยธานี,01,61
6102,อำเภอทัพทัน,อุทัยธานี,02,61
6103,อำเภอสว่างอารมณ์,อุทัยธานี,03,61
6104,อำเภอหนองฉาง,อุทัยธานี,04,61
6105,อำเภอหนองขาหย่าง,อุทัยธานี,05,61
6106,อำเภอบ้านไร่,อุทัยธานี,06,61
6107,อำเภอลานสัก,อุทัยธานี,07,61
6108,อำเภอห้วยคต,อุทัยธานี,08,61
6201,อำเภอเมืองกำแพงเพชร,กำแพงเพชร,01,62
6202,อำเภอไทรงาม,กำแพงเพชร,02,62
6203,อำเภอคลองลาน,กำแพงเพชร,03,62
6204,อำเภอขาณุวรลักษบุรี,กำแพงเพชร,04,62
6205,อำเภอคลองขลุง,กำแพงเพชร,05,62
6206,อำเภอพรานกระต่าย,กำแพงเพชร,06,62
6207,อำเภอลานกระบือ,กำแพงเพชร,07,62
6208,อำเภอทรายทองวัฒนา,กำแพงเพชร,08,62
6209,อำเภอปางศิลาทอง,กำแพงเพชร,09,62
6210,อำเภอบึงสามัคคี,กำแพงเพชร,10,62
6211,อำเภอโกสัมพีนคร,กำแพงเพชร,11,62
6301,อำเภอเมืองตาก,ตาก,01,63
6302,อำเภอบ้านตาก,ตาก,02,63
6303,อำเภอสามเงา,ตาก,03,63
6304,อำเภอแม่ระมาด,ตาก,04,63
6305,อำเภอท่าสองยาง,ตาก,05,63
6306,อำเภอแม่สอด,ตาก,06,63
6307,อำเภอพบพระ,ตาก,07,63
6308,อำเภออุ้มผาง,ตาก,08,63
6309,อำเภอวังเจ้า,ตาก,09,63
6401,อำเภอเมืองสุโขทัย,สุโขทัย,01,64
6402,อำเภอบ้านด่านลานหอย,สุโขทัย,02,64
6403,อำเภอคีรีมาศ,สุโขทัย,03,64
6404,อำเภอกงไกรลาศ,สุโขทัย,04,64
6405,อำเภอศรีสัชนาลัย,สุโขทัย,05,64
6406,อำเภอศรีสำโรง,สุโขทัย,06,64
6407,อำเภอสวรรคโลก,สุโขทัย,07,64
6408,อำเภอศรีนคร,สุโขทัย,08,64
6409,อำเภอทุ่งเสลี่ยม,สุโขทัย,09,64
6501,อำเภอเมืองพิษณุโลก,พิษณุโลก,01,65
6502,อำเภอนครไทย,พิษณุโลก,02,65
6503,อำเภอชาติตระการ,พิษณุโลก,03,65
6504,อำเภอบางระกำ,พิษณุโลก,04,65
6505,อำเภอบางกระทุ่ม,พิษณุโลก,05,65
6506,อำเภอพรหมพิราม,พิษณุโลก,06,65
6507,อำเภอวัดโบสถ์,พิษณุโลก,07,65
6508,อำเภอวังทอง,พิษณุโลก,08,65
6509,อำเภอเนินมะปราง,พิษณุโลก,09,65
6601,อำเภอเมืองพิจิตร,พิจิตร,01,66
6602,อำเภอวังทรายพูน,พิจิตร,02,66
6603,อำเภอโพธิ์ประทับช้าง,พิจิตร,03,66
6604,อำเภอตะพานหิน,พิจิตร,04,66
6605,อำเภอบางมูลนาก,พิจิตร,05,66
6606,อำเภอโพทะเล,พิจิตร,06,66
6607,อำเภอสามง่าม,พิจิตร,07,66
6608,อำเภอทับคล้อ,พิจิตร,08,66
6609,อำเภอสากเหล็ก,พิจิตร,09,66
6610,อำเภอบึงนาราง,พิจิตร,10,66
6611,อำเภอดงเจริญ,พิจิตร,11,66
6612,อำเภอวชิรบารมี,พิจิตร,12,66
6701,อำเภอเมืองเพชรบูรณ์,เพชรบูรณ์,01,67
6702,อำเภอชนแดน,เพชรบูรณ์,02,67
6703,อำเภอหล่มสัก,เพชรบูรณ์,03,67
6704,อำเภอหล่มเก่า,เพชรบูรณ์,04,67
6705,อำเภอวิเชียรบุรี,เพชรบูรณ์,05,67
6706,อำเภอศรีเทพ,เพชรบูรณ์,06,67
6707,อำเภอหนองไผ่,เพชรบูรณ์,07,67
6708,อำเภอบึงสามพัน,เพชรบูรณ์,08,67
6709,อำเภอน้ำหนาว,เพชรบูรณ์,09,67
6710,อำเภอวังโป่ง,เพชรบูรณ์,10,67
6711,อำเภอเขาค้อ,เพชรบูรณ์,11,67
7001,อำเภอเมืองราชบุรี,ราชบุรี,01,70
7002,อำเภอจอมบึง,ราชบุรี,02,70
7003,อำเภอสวนผึ้ง,ราชบุรี,03,70
7004,อำเภอดำเนินสะดวก,ราชบุรี,04,70
7005,อำเภอบ้านโป่ง,ราชบุรี,05,70
7006,อำเภอบางแพ,ราชบุรี,06,70
7007,อำเภอโพธาราม,ราชบุรี,07,70
7008,อำเภอปากท่อ,ราชบุรี,08,70
7009,อำเภอวัดเพลง,ราชบุรี,09,70
7010,อำเภอบ้านคา,ราชบุรี,10,70
7101,อำเภอเมืองกาญจนบุรี,กาญจนบุรี,01,71
7102,อำเภอไทรโยค,กาญจนบุรี,02,71
7103,อำเภอบ่อพลอย,กาญจนบุรี,03,71
7104,อำเภอศรีสวัสดิ์,กาญจนบุรี,04,71
7105,อำเภอท่ามะกา,กาญจนบุรี,05,71
7106,อำเภอท่าม่วง,กาญจนบุรี,06,71
7107,อำเภอทองผาภูมิ,กาญจนบุรี,07,71
7108,อำเภอสังขละบุรี,กาญจนบุรี,08,71
7109,อำเภอพนมทวน,กาญจนบุรี,09,71
7110,อำเภอเลาขวัญ,กาญจนบุรี,10,71
7111,อำเภอด่านมะขามเตี้ย,กาญจนบุรี,11,71
7112,อำเภอหนองปรือ,กาญจนบุรี,12,71
7113,อำเภอห้วยกระเจา,กาญจนบุรี,13,71
7201,อำเภอเมืองสุพรรณบุรี,สุพรรณบุรี,01,72
7202,อำเภอเดิมบางนางบวช,สุพรรณบุรี,02,72
7203,อำเภอด่านช้าง,สุพรรณบุรี,03,72
7204,อำเภอบางปลาม้า,สุพรรณบุรี,04,72
7205,อำเภอศรีประจันต์,สุพรรณบุรี,05,72
7206,อำเภอดอนเจดีย์,สุพรรณบุรี,06,72
7207,อำเภอสองพี่น้อง,สุพรรณบุรี,07,72
7208,อำเภอสามชุก,สุพรรณบุรี,08,72
7209,อำเภออู่ทอง,สุพรรณบุรี,09,72
7210,อำเภอหนองหญ้าไซ,สุพรรณบุรี,10,72
7301,อำเภอเมืองนครปฐม,นครปฐม,01,73
7302,อำเภอกำแพงแสน,นครปฐม,02,73
7303,อำเภอนครชัยศรี,นครปฐม,03,73
7304,อำเภอดอนตูม,นครปฐม,04,73
7305,อำเภอบางเลน,นครปฐม,05,73
7306,อำเภอสามพราน,นครปฐม,06,73
7307,อำเภอพุทธมณฑล,นครปฐม,07,73
7401,อำเภอเมืองสมุทรสาคร,สมุทรสาคร,01,74
7402,อำเภอกระทุ่มแบน,สมุทรสาคร,02,74
7403,อำเภอบ้านแพ้ว,สมุทรสาคร,03,74
7501,อำเภอเมืองสมุทรสงคราม,สมุทรสงคราม,01,75
7502,อำเภอบางคนที,สมุทรสงคราม,02,75
7503,อำเภออัมพวา,สมุทรสงคราม,03,75
7601,อำเภอเมืองเพชรบุรี,เพชรบุรี,01,76
7602,อำเภอเขาย้อย,เพชรบุรี,02,76
7603,อำเภอหนองหญ้าปล้อง,เพชรบุรี,03,76
7604,อำเภอชะอำ,เพชรบุรี,04,76
7605,อำเภอท่ายาง,เพชรบุรี,05,76
7606,อำเภอบ้านลาด,เพชรบุรี,06,76
7607,อำเภอบ้านแหลม,เพชรบุรี,07,76
7608,อำเภอแก่งกระจาน,เพชรบุรี,08,76
7701,อำเภอเมืองประจวบคีรีขันธ์,ประจวบคีรีขันธ์,01,77
7702,อำเภอกุยบุรี,ประจวบคีรีขันธ์,02,77
7703,อำเภอทับสะแก,ประจวบคีรีขันธ์,03,77
7704,อำเภอบางสะพาน,ประจวบคีรีขันธ์,04,77
7705,อำเภอบางสะพานน้อย,ประจวบคีรีขันธ์,05,77
7706,อำเภอปราณบุรี,ประจวบคีรีขันธ์,06,77
7707,อำเภอหัวหิน,ประจวบคีรีขันธ์,07,77
7708,อำเภอสามร้อยยอด,ประจวบคีรีขันธ์,08,77
8001,อำเภอเมืองนครศรีธรรมราช,นครศรีธรรมราช,01,80
8002,อำเภอพรหมคีรี,นครศรีธรรมราช,02,80
8003,อำเภอลานสกา,นครศรีธรรมราช,03,80
8004,อำเภอฉวาง,นครศรีธรรมราช,04,80
8005,อำเภอพิปูน,นครศรีธรรมราช,05,80
8006,อำเภอเชียรใหญ่,นครศรีธรรมราช,06,80
8007,อำเภอชะอวด,นครศรีธรรมราช,07,80
8008,อำเภอท่าศาลา,นครศรีธรรมราช,08,80
8009,อำเภอทุ่งสง,นครศรีธรรมราช,09,80
8010,อำเภอนาบอน,นครศรีธรรมราช,10,80
8011,อำเภอทุ่งใหญ่,นครศรีธรรมราช,11,80
8012,อำเภอปากพนัง,นครศรีธรรมราช,12,80
8013,อำเภอร่อนพิบูลย์,นครศรีธรรมราช,13,80
8014,อำเภอสิชล,นครศรีธรรมราช,14,80
8015,อำเภอขนอม,นครศรีธรรมราช,15,80
8016,อำเภอหัวไทร,นครศรีธรรมราช,16,80
8017,อำเภอบางขัน,นครศรีธรรมราช,17,80
8018,อำเภอถ้ำพรรณรา,นครศรีธรรมราช,18,80
8019,อำเภอจุฬาภรณ์,นครศรีธรรมราช,19,80
8020,อำเภอพระพรหม,นครศรีธรรมราช,20,80
8021,อำเภอนบพิตำ,นครศรีธรรมราช,21,80
8022,อำเภอช้างกลาง,นครศรีธรรมราช,22,80
8023,อำเภอเฉลิมพระเกียรติ,นครศรีธรรมราช,23,80
8101,อำเภอเมืองกระบี่,กระบี่,01,81
8102,อำเภอเขาพนม,กระบี่,02,81
8103,อำเภอเกาะลันตา,กระบี่,03,81
8104,อำเภอคลองท่อม,กระบี่,04,81
8105,อำเภออ่าวลึก,กระบี่,05,81
8106,อำเภอปลายพระยา,กระบี่,06,81
8107,อำเภอลำทับ,กระบี่,07,81
8108,อำเภอเหนือคลอง,กระบี่,08,81
8201,อำเภอเมืองพังงา,พังงา,01,82
8202,อำเภอเกาะยาว,พังงา,02,82
8203,อำเภอกะปง,พังงา,03,82
8204,อำเภอตะกั่วทุ่ง,พังงา,04,82
8205,อำเภอตะกั่วป่า,พังงา,05,82
8206,อำเภอคุระบุรี,พังงา,06,82
8207,อำเภอทับปุด,พังงา,07,82
8208,อำเภอท้ายเหมือง,พังงา,08,82
8301,อำเภอเมืองภูเก็ต,ภูเก็ต,01,83
8302,อำเภอกะทู้,ภูเก็ต,02,83
8303,อำเภอถลาง,ภูเก็ต,03,83
8401,อำเภอเมืองสุราษฎร์ธานี,สุราษฎร์ธานี,01,84
8402,อำเภอกาญจนดิษฐ์,สุราษฎร์ธานี,02,84
8403,อำเภอดอนสัก,สุราษฎร์ธานี,03,84
8404,อำเภอเกาะสมุย,สุราษฎร์ธานี,04,84
8405,อำเภอเกาะพะงัน,สุราษฎร์ธานี,05,84
8406,อำเภอไชยา,สุราษฎร์ธานี,06,84
8407,อำเภอท่าชนะ,สุราษฎร์ธานี,07,84
8408,อำเภอคีรีรัฐนิคม,สุราษฎร์ธานี,08,84
8409,อำเภอบ้านตาขุน,สุราษฎร์ธานี,09,84
8410,อำเภอพนม,สุราษฎร์ธานี,10,84
8411,อำเภอท่าฉาง,สุราษฎร์ธานี,11,84
8412,อำเภอบ้านนาสาร,สุราษฎร์ธานี,12,84
8413,อำเภอบ้านนาเดิม,สุราษฎร์ธานี,13,84
8414,อำเภอเคียนซา,สุราษฎร์ธานี,14,84
8415,อำเภอเวียงสระ,สุราษฎร์ธานี,15,84
8416,อำเภอพระแสง,สุราษฎร์ธานี,16,84
8417,อำเภอพุนพิน,สุราษฎร์ธานี,17,84
8418,อำเภอชัยบุรี,สุราษฎร์ธานี,18,84
8419,อำเภอวิภาวดี,สุราษฎร์ธานี,19,84
8501,อำเภอเมืองระนอง,ระนอง,01,85
8502,อำเภอละอุ่น,ระนอง,02,85
8503,อำเภอกะเปอร์,ระนอง,03,85
8504,อำเภอกระบุรี,ระนอง,04,85
8505,อำเภอสุขสำราญ,ระนอง,05,85
8601,อำเภอเมืองชุมพร,ชุมพร,01,86
8602,อำเภอท่าแซะ,ชุมพร,02,86
8603,อำเภอปะทิว,ชุมพร,03,86
8604,อำเภอหลังสวน,ชุมพร,04,86
8605,อำเภอละแม,ชุมพร,05,86
8606,อำเภอพะโต๊ะ,ชุมพร,06,86
8607,อำเภอสวี,ชุมพร,07,86
8608,อำเภอทุ่งตะโก,ชุมพร,08,86
9001,อำเภอเมืองสงขลา,สงขลา,01,90
9002,อำเภอสทิงพระ,สงขลา,02,90
9003,อำเภอจะนะ,สงขลา,03,90
9004,อำเภอนาทวี,สงขลา,04,90
9005,อำเภอเทพา,สงขลา,05,90
9006,อำเภอสะบ้าย้อย,สงขลา,06,90
9007,อำเภอระโนด,สงขลา,07,90
9008,อำเภอกระแสสินธุ์,สงขลา,08,90
9009,อำเภอรัตภูมิ,สงขลา,09,90
9010,อำเภอสะเดา,สงขลา,10,90
9011,อำเภอหาดใหญ่,สงขลา,11,90
9012,อำเภอนาหม่อม,สงขลา,12,90
9013,อำเภอควนเนียง,สงขลา,13,90
9014,อำเภอบางกล่ำ,สงขลา,14,90
9015,อำเภอสิงหนคร,สงขลา,15,90
9016,อำเภอคลองหอยโข่ง,สงขลา,16,90
9101,อำเภอเมืองสตูล,สตูล,01,91
9102,อำเภอควนโดน,สตูล,02,91
9103,อำเภอควนกาหลง,สตูล,03,91
9104,อำเภอท่าแพ,สตูล,04,91
9105,อำเภอละงู,สตูล,05,91
9106,อำเภอทุ่งหว้า,สตูล,06,91
9107,อำเภอมะนัง,สตูล,07,91
9201,อำเภอเมืองตรัง,ตรัง,01,92
9202,อำเภอกันตัง,ตรัง,02,92
9203,อำเภอย่านตาขาว,ตรัง,03,92
9204,อำเภอปะเหลียน,ตรัง,04,92
9205,อำเภอสิเกา,ตรัง,05,92
9206,อำเภอห้วยยอด,ตรัง,06,92
9207,อำเภอวังวิเศษ,ตรัง,07,92
9208,อำเภอนาโยง,ตรัง,08,92
9209,อำเภอรัษฎา,ตรัง,09,92
9210,อำเภอหาดสำราญ,ตรัง,10,92
9301,อำเภอเมืองพัทลุง,พัทลุง,01,93
9302,อำเภอกงหรา,พัทลุง,02,93
9303,อำเภอเขาชัยสน,พัทลุง,03,93
9304,อำเภอตะโหมด,พัทลุง,04,93
9305,อำเภอควนขนุน,พัทลุง,05,93
9306,อำเภอปากพะยูน,พัทลุง,06,93
9307,อำเภอศรีบรรพต,พัทลุง,07,93
9308,อำเภอป่าบอน,พัทลุง,08,93
9309,อำเภอบางแก้ว,พัทลุง,09,93
9310,อำเภอป่าพะยอม,พัทลุง,10,93
9311,อำเภอศรีนครินทร์,พัทลุง,11,93
9401,อำเภอเมืองปัตตานี,ปัตตานี,01,94
9402,อำเภอโคกโพธิ์,ปัตตานี,02,94
9403,อำเภอหนองจิก,ปัตตานี,03,94
9404,อำเภอปะนาเระ,ปัตตานี,04,94
9405,อำเภอมายอ,ปัตตานี,05,94
9406,อำเภอทุ่งยางแดง,ปัตตานี,06,94
9407,อำเภอสายบุรี,ปัตตานี,07,94
9408,อำเภอไม้แก่น,ปัตตานี,08,94
9409,อำเภอยะหริ่ง,ปัตตานี,09,94
9410,อำเภอยะรัง,ปัตตานี,10,94
9411,อำเภอกะพ้อ,ปัตตานี,11,94
9412,อำเภอแม่ลาน,ปัตตานี,12,94
9501,อำเภอเมืองยะลา,ยะลา,01,95
9502,อำเภอเบตง,ยะลา,02,95
9503,อำเภอบันนังสตา,ยะลา,03,95
9504,อำเภอธารโต,ยะลา,04,95
9505,อำเภอยะหา,ยะลา,05,95
9506,อำเภอรามัน,ยะลา,06,95
9507,อำเภอกาบัง,ยะลา,07,95
9508,อำเภอกรงปินัง,ยะลา,08,95
9601,อำเภอเมืองนราธิวาส,นราธิวาส,01,96
9602,อำเภอตากใบ,นราธิวาส,02,96
9603,อำเภอบาเจาะ,นราธิวาส,03,96
9604,อำเภอยี่งอ,นราธิวาส,04,96
9605,อำเภอระแงะ,นราธิวาส,05,96
9606,อำเภอรือเสาะ,นราธิวาส,06,96
9607,อำเภอศรีสาคร,นราธิวาส,07,96
9608,อำเภอแว้ง,นราธิวาส,08,96
9609,อำเภอสุคิริน,นราธิวาส,09,96
9610,อำเภอสุไหงโก-ลก,นราธิวาส,10,96
9611,อำเภอสุไหงปาดี,นราธิวาส,11,96
9612,อำเภอจะแนะ,นราธิวาส,12,96
9613,อำเภอเจาะไอร้อง,นราธิวาส,13,96